ProblemName,Seed,T_Default,T_VIA,T_VILCP,T_Achterberg2013,T_VILCP',T_All,N_Default,N_VIA,N_VILCP,N_Achterberg2013,N_VILCP',N_All,T_presolve_VIA,T_presolve_VILCP,Rows_Default,Rows_VIA,Rows_VILCP,Rows_Achterberg2013,Rows_VILCP',Rows_All,Cols_Default,Cols_VIA,Cols_VILCP,Cols_Achterberg2013,Cols_VILCP',Cols_All,Nnz_Default,Nnz_VIA,Nnz_VILCP,Nnz_Achterberg2013,Nnz_VILCP',Nnz_All
neos-4300652-rahue,3,7200.04,7200.26,7200.07,7200.04,7200.38,7200.24,8996,8842,6634,9046,6380,6634,0.74,10.55,71162,71162,71153,71162,71153,71153,27200,27200,27191,27200,27191,27191,177341,177341,177305,177341,177305,177305
neos-4300652-rahue,4,7200.44,7200.27,7200.10,7200.12,7200.02,7200.03,7352,7368,7202,7325,6934,6946,0.60,10.24,71151,71152,71149,71151,71149,71150,27193,27194,27191,27193,27191,27192,177365,177359,177357,177365,177357,177351
neos-4300652-rahue,5,7200.39,7200.02,7200.03,7200.23,7200.27,7200.02,6428,6515,6337,6428,7487,6389,0.59,5.83,71145,71146,71142,71145,71142,71143,27188,27189,27185,27188,27185,27186,177372,177364,177360,177372,177360,177352
neos-4338804-snowy,1,7200.01,7200.00,7200.00,7200.00,7200.00,7200.01,1797622,1842174,1922406,1827261,1823321,1916198,0.01,0.18,1470,1470,1470,1470,1470,1470,1323,1323,1323,1323,1323,1323,5040,5040,5040,5040,5040,5040
neos-4338804-snowy,2,7200.00,7200.00,7200.00,7200.00,7200.00,7200.00,1839009,1861594,1768092,1833658,1836059,1769916,0.01,0.16,1470,1470,1470,1470,1470,1470,1323,1323,1323,1323,1323,1323,5040,5040,5040,5040,5040,5040
neos-4338804-snowy,3,7200.02,7200.00,7200.00,7200.00,7200.02,7200.00,1754597,1736151,2107074,1720480,1701853,2142962,0.02,0.16,1470,1470,1470,1470,1470,1470,1323,1323,1323,1323,1323,1323,5040,5040,5040,5040,5040,5040
neos-4338804-snowy,4,7200.03,7200.01,7200.00,7200.00,7200.00,7200.01,1799402,1818508,1669898,1769034,1836665,1628183,0.02,0.15,1470,1470,1470,1470,1470,1470,1323,1323,1323,1323,1323,1323,5040,5040,5040,5040,5040,5040
neos-4338804-snowy,5,7200.00,7200.00,7200.00,7200.05,7200.00,7200.01,2249964,2240312,1740912,2244544,2227792,1709321,0.02,0.16,1470,1470,1470,1470,1470,1470,1323,1323,1323,1323,1323,1323,5040,5040,5040,5040,5040,5040
neos-4387871-tavua,1,7200.01,7200.01,7200.01,7200.02,7200.03,7200.01,30656,30599,26451,30424,30277,26451,0.01,0.17,4257,4257,4257,4257,4257,4257,3982,3982,3982,3982,3982,3982,19353,19353,19353,19353,19353,19353
neos-4387871-tavua,2,7200.03,7200.01,7200.02,7200.01,7200.01,7200.02,24927,25129,25117,25129,25129,25136,0.01,0.10,4279,4279,4279,4279,4279,4279,4004,4004,4004,4004,4004,4004,19516,19516,19516,19516,19516,19516
neos-4387871-tavua,3,7200.00,7200.01,7200.01,7200.01,7200.00,7200.01,11655,11489,10067,11781,11805,9802,0.01,0.05,4263,4263,4263,4263,4263,4263,3988,3988,3988,3988,3988,3988,19400,19400,19400,19400,19400,19400
neos-4387871-tavua,4,7200.02,7200.01,7200.01,7200.02,7200.01,7200.01,22370,22356,21383,22590,22255,21490,0.01,0.17,4257,4257,4257,4257,4257,4257,3982,3982,3982,3982,3982,3982,19353,19353,19353,19353,19353,19353
neos-4387871-tavua,5,7200.01,7200.01,7200.20,7200.00,7200.05,7200.02,27077,27474,26725,27053,26742,27007,0.01,0.19,4227,4227,4227,4227,4227,4227,3952,3952,3952,3952,3952,3952,19134,19134,19134,19134,19134,19134
neos-4413714-turia,1,36.90,36.62,41.22,39.40,38.39,40.40,1,1,1,1,1,1,0.19,3.49,2103,2103,2103,2103,2103,2103,190202,190202,190202,190202,190202,190202,760406,760406,760406,760406,760406,760406
neos-4413714-turia,2,147.06,157.21,160.29,153.36,153.59,160.83,1,1,1,1,1,1,0.28,4.66,2103,2103,2103,2103,2103,2103,190202,190202,190202,190202,190202,190202,760406,760406,760406,760406,760406,760406
neos-4413714-turia,3,37.32,39.15,40.16,40.47,39.81,41.36,1,1,1,1,1,1,0.18,3.39,2103,2103,2103,2103,2103,2103,190202,190202,190202,190202,190202,190202,760406,760406,760406,760406,760406,760406
neos-4413714-turia,4,132.30,127.22,131.53,133.29,140.16,129.41,1,1,1,1,1,1,0.26,4.44,2103,2103,2103,2103,2103,2103,190202,190202,190202,190202,190202,190202,760406,760406,760406,760406,760406,760406
neos-4413714-turia,5,130.40,136.06,138.60,133.13,145.47,136.79,1,1,1,1,1,1,0.30,4.65,2103,2103,2103,2103,2103,2103,190202,190202,190202,190202,190202,190202,760406,760406,760406,760406,760406,760406
neos-4532248-waihi,1,7202.49,7200.11,7200.03,7200.36,7200.27,7200.03,0,0,0,0,0,0,1.28,56.97,166139,166139,166139,166139,166139,166139,86262,86262,86262,86262,86262,86262,516419,516419,516419,516419,516419,516419
neos-4532248-waihi,2,7209.60,7200.03,7202.99,7200.03,7200.03,7200.02,0,0,0,0,0,0,1.56,65.79,166139,166139,166139,166139,166139,166139,86262,86262,86262,86262,86262,86262,516419,516419,516419,516419,516419,516419
neos-4532248-waihi,3,7206.14,7200.02,7200.03,7200.16,7200.02,7200.02,0,0,0,0,0,0,1.26,44.55,166139,166139,166139,166139,166139,166139,86262,86262,86262,86262,86262,86262,516419,516419,516419,516419,516419,516419
neos-4532248-waihi,4,7200.02,7207.25,7200.02,7200.02,7203.58,7318.79,0,0,0,0,0,0,1.65,64.33,166139,166139,166139,166139,166139,166139,86262,86262,86262,86262,86262,86262,516419,516419,516419,516419,516419,516419
neos-4532248-waihi,5,7200.02,7200.02,7200.03,7200.03,7200.03,7200.02,0,0,0,0,0,0,1.33,65.44,166139,166139,166139,166139,166139,166139,86262,86262,86262,86262,86262,86262,516419,516419,516419,516419,516419,516419
neos-4647030-tutaki,1,7205.81,7200.18,7255.50,7200.06,7203.05,7205.44,233,331,652,2683,652,652,0.11,0.04,5593,5593,5593,5593,5593,5593,11200,11200,11190,11190,11190,11190,1980944,1980944,1980924,1980924,1980924,1980924
neos-4647030-tutaki,2,7231.37,7200.39,7208.65,7224.65,7202.56,7216.82,273,273,361,361,361,361,0.11,0.04,5593,5593,5593,5593,5593,5593,11200,11200,11190,11190,11190,11190,1980944,1980944,1980924,1980924,1980924,1980924
neos-4647030-tutaki,3,7239.16,7241.70,7200.05,7200.04,7212.91,7211.22,232,232,494,526,407,407,0.11,0.03,5593,5593,5593,5593,5593,5593,11200,11200,11190,11190,11190,11190,1980944,1980944,1980924,1980924,1980924,1980924
neos-4647030-tutaki,4,7220.11,7229.47,7204.81,7236.19,7216.15,7225.10,4473,4586,171,171,171,171,0.11,0.03,5593,5593,5593,5593,5593,5593,11200,11200,11190,11190,11190,11190,1980944,1980944,1980924,1980924,1980924,1980924
neos-4647030-tutaki,5,7206.50,7200.06,7200.06,7200.09,7200.02,7200.14,361,830,846,1846,630,647,0.11,0.04,5593,5593,5593,5593,5593,5593,11200,11200,11190,11190,11190,11190,1980944,1980944,1980924,1980924,1980924,1980924
neos-4722843-widden,1,288.79,266.63,372.24,337.50,319.73,381.65,1224,1224,1722,1224,1224,1722,1.21,68.18,105460,105460,105460,105460,105460,105460,57654,57654,57654,57654,57654,57654,287237,287237,287237,287237,287237,287237
neos-4722843-widden,2,247.12,250.46,419.56,297.47,298.56,410.27,731,731,1917,731,731,1917,1.29,70.39,105464,105464,105464,105464,105464,105464,57666,57666,57666,57666,57666,57666,287244,287244,287244,287244,287244,287244
neos-4722843-widden,3,271.74,285.86,388.86,315.83,318.74,357.08,1657,1657,1962,1657,1657,1962,1.26,70.70,105467,105467,105467,105467,105467,105467,57666,57666,57666,57666,57666,57666,287254,287254,287254,287254,287254,287254
neos-4722843-widden,4,214.53,205.97,362.05,271.57,273.64,358.54,777,777,1693,777,777,1693,1.20,69.32,105472,105472,105472,105472,105472,105472,57667,57667,57667,57667,57667,57667,287268,287268,287268,287268,287268,287268
neos-4722843-widden,5,323.41,335.81,384.97,382.72,370.98,383.09,2206,2206,1842,2206,2206,1842,1.28,70.30,105464,105464,105464,105464,105464,105464,57663,57663,57663,57663,57663,57663,287241,287241,287241,287241,287241,287241
neos-4738912-atrato,1,726.31,704.14,725.26,713.27,715.95,698.86,51445,51445,51445,51445,51445,51445,0.00,0.03,1792,1792,1792,1792,1792,1792,6159,6159,6159,6159,6159,6159,16836,16836,16836,16836,16836,16836
neos-4738912-atrato,2,628.63,646.72,626.81,621.71,628.83,650.93,39276,39276,39276,39276,39276,39276,0.00,0.02,1792,1792,1792,1792,1792,1792,6159,6159,6159,6159,6159,6159,16836,16836,16836,16836,16836,16836
neos-4738912-atrato,3,831.00,848.66,801.15,833.28,821.37,814.56,54870,54870,54870,54870,54870,54870,0.00,0.02,1792,1792,1792,1792,1792,1792,6159,6159,6159,6159,6159,6159,16836,16836,16836,16836,16836,16836
neos-4738912-atrato,4,520.21,544.45,538.49,533.95,541.96,516.06,32361,32361,32361,32361,32361,32361,0.00,0.02,1792,1792,1792,1792,1792,1792,6159,6159,6159,6159,6159,6159,16836,16836,16836,16836,16836,16836
neos-4738912-atrato,5,413.23,409.64,413.47,412.24,404.35,399.62,24725,24725,24725,24725,24725,24725,0.00,0.02,1792,1792,1792,1792,1792,1792,6159,6159,6159,6159,6159,6159,16836,16836,16836,16836,16836,16836
neos-4763324-toguru,1,7200.09,834.72,7200.65,7200.13,7200.10,849.97,11477,1971,12814,12471,12456,1971,2.94,7.78,106723,53824,106723,106723,106723,53824,53593,53593,53593,53593,53593,53593,266574,213675,266574,266574,266574,213675
neos-4763324-toguru,2,7201.38,1247.77,7200.11,7200.26,7200.11,1289.18,11067,3435,11227,10905,11098,3435,2.98,0.86,106723,53824,106723,106723,106723,53824,53593,53593,53593,53593,53593,53593,266574,213675,266574,266574,266574,213675
neos-4763324-toguru,3,7200.11,758.63,7200.16,7200.12,7200.02,787.47,12742,1776,11842,12105,12639,1776,3.30,3.21,106723,53824,106723,106723,106723,53824,53593,53593,53593,53593,53593,53593,266574,213675,266574,266574,266574,213675
neos-4763324-toguru,4,7200.11,1255.09,7200.16,7201.24,7200.18,1265.84,11634,3028,13316,11281,11281,3028,3.35,7.09,106723,53824,106723,106723,106723,53824,53593,53593,53593,53593,53593,53593,266574,213675,266574,266574,266574,213675
neos-4763324-toguru,5,7200.07,1701.04,7200.09,7200.22,7200.15,1697.75,12885,3790,14081,7743,11802,3790,3.04,7.82,106723,53824,106723,106723,106723,53824,53593,53593,53593,53593,53593,53593,266574,213675,266574,266574,266574,213675
neos-4954672-berkel,1,7200.01,7200.00,7200.00,7200.00,7200.00,7200.01,640305,648489,638728,640699,639537,640509,0.00,0.01,609,609,609,609,609,609,885,885,885,885,885,885,3570,3570,3570,3570,3570,3570
neos-4954672-berkel,2,7200.00,7200.00,7200.00,7200.01,7200.00,7200.01,774761,776383,772272,766581,767675,772808,0.00,0.01,609,609,609,609,609,609,885,885,885,885,885,885,3570,3570,3570,3570,3570,3570
neos-4954672-berkel,3,7200.01,7200.00,7200.00,7200.00,7200.00,7200.03,644460,648946,644956,654576,646374,646187,0.00,0.01,609,609,609,609,609,609,885,885,885,885,885,885,3570,3570,3570,3570,3570,3570
neos-4954672-berkel,4,7200.00,7200.01,7200.01,7200.03,7200.00,7200.01,741847,741316,741316,736550,731973,729050,0.00,0.01,609,609,609,609,609,609,885,885,885,885,885,885,3570,3570,3570,3570,3570,3570
neos-4954672-berkel,5,7200.00,7200.00,7200.01,7200.00,7200.00,7200.01,752517,752445,749040,755990,747681,746422,0.00,0.01,609,609,609,609,609,609,885,885,885,885,885,885,3570,3570,3570,3570,3570,3570
neos-5049753-cuanza,1,7200.08,7200.09,7200.10,7200.07,7221.72,7200.39,126,129,44,20,69,44,1.72,8.27,318144,318144,318144,318144,318144,318144,240360,240360,240360,240360,240360,240360,1429584,1429584,1429584,1429584,1429584,1429584
neos-5049753-cuanza,2,7325.13,7252.55,7200.93,7200.12,7276.96,7200.47,38,38,96,175,176,97,1.75,8.18,318144,318144,318144,318144,318144,318144,240360,240360,240360,240360,240360,240360,1429584,1429584,1429584,1429584,1429584,1429584
neos-5049753-cuanza,3,7398.24,7200.08,7200.40,7339.51,7302.64,7200.38,49,49,80,51,51,79,1.85,8.26,318144,318144,318144,318144,318144,318144,240360,240360,240360,240360,240360,240360,1429584,1429584,1429584,1429584,1429584,1429584
neos-5049753-cuanza,4,7200.07,7200.07,7200.11,7200.11,7200.11,7200.09,107,112,4,25,29,3,1.82,8.23,318144,318144,318144,318144,318144,318144,240360,240360,240360,240360,240360,240360,1429584,1429584,1429584,1429584,1429584,1429584
neos-5049753-cuanza,5,7208.52,7240.11,7258.28,7200.09,7200.10,7200.18,52,52,100,28,27,102,1.86,8.17,318144,318144,318144,318144,318144,318144,240360,240360,240360,240360,240360,240360,1429584,1429584,1429584,1429584,1429584,1429584
neos-5052403-cygnet,1,7200.24,7200.20,7200.05,7200.04,7200.21,7200.29,127,133,141,115,127,133,0.13,0.87,19134,19134,19134,19134,19134,19134,27593,27593,27593,27593,27593,27593,2448853,2448853,2448853,2448853,2448853,2448853
neos-5052403-cygnet,2,7200.08,7200.25,7200.22,7200.03,7200.04,7200.04,139,142,142,112,127,129,0.15,1.77,19134,19134,19134,19134,19134,19134,27593,27593,27593,27593,27593,27593,2448853,2448853,2448853,2448853,2448853,2448853
neos-5052403-cygnet,3,7200.03,7200.04,7200.04,7200.21,7200.22,7200.22,81,98,75,75,85,85,0.14,0.89,19134,19134,19134,19134,19134,19134,27593,27593,27593,27593,27593,27593,2448853,2448853,2448853,2448853,2448853,2448853
neos-5052403-cygnet,4,7200.04,7200.19,7200.05,7201.88,7200.22,7200.20,181,200,179,206,176,192,0.16,0.88,19134,19134,19134,19134,19134,19134,27593,27593,27593,27593,27593,27593,2448853,2448853,2448853,2448853,2448853,2448853
neos-5052403-cygnet,5,7200.04,7201.62,7200.21,7200.03,7200.12,7201.75,187,201,182,186,197,201,0.14,0.85,19134,19134,19134,19134,19134,19134,27593,27593,27593,27593,27593,27593,2448853,2448853,2448853,2448853,2448853,2448853
neos-5093327-huahum,1,7200.01,7200.03,7200.02,7200.02,7200.05,7200.02,24729,24431,24651,24359,24628,24668,0.02,0.23,6486,6486,6486,6486,6486,6486,19255,19255,19255,19255,19255,19255,324239,324239,324239,324239,324239,324239
neos-5093327-huahum,2,7200.02,7200.03,7200.05,7200.02,7200.02,7200.02,22673,22861,22804,22606,22664,22517,0.02,0.22,6486,6486,6486,6486,6486,6486,19255,19255,19255,19255,19255,19255,324239,324239,324239,324239,324239,324239
neos-5093327-huahum,3,7200.03,7200.03,7200.14,7200.02,7200.03,7200.02,22978,22951,22843,22718,22583,22690,0.02,0.18,6486,6486,6486,6486,6486,6486,19255,19255,19255,19255,19255,19255,324239,324239,324239,324239,324239,324239
neos-5093327-huahum,4,7200.02,7200.07,7200.03,7200.02,7200.03,7200.03,22500,22455,22316,22460,22043,22374,0.02,0.23,6486,6486,6486,6486,6486,6486,19255,19255,19255,19255,19255,19255,324239,324239,324239,324239,324239,324239
neos-5093327-huahum,5,7200.03,7200.02,7200.03,7200.02,7200.03,7200.12,24441,24289,23638,24084,24119,23955,0.02,0.25,6486,6486,6486,6486,6486,6486,19255,19255,19255,19255,19255,19255,324239,324239,324239,324239,324239,324239
neos-5104907-jarama,1,7262.37,7200.24,7200.26,7200.19,7232.24,7200.31,0,0,0,0,0,0,1.14,17.72,258044,258044,258044,258044,258044,258044,185240,185240,185240,185240,185240,185240,1079135,1079135,1079135,1079135,1079135,1079135
neos-5104907-jarama,2,7208.05,7200.21,7200.15,7200.19,7200.15,7200.11,0,0,0,0,0,0,1.12,7.29,258328,258328,258328,258328,258328,258328,185714,185714,185714,185714,185714,185714,1082002,1082002,1082002,1082002,1082002,1082002
neos-5104907-jarama,3,7297.98,7200.14,7200.09,7200.25,7200.19,7200.09,0,0,0,0,0,0,1.14,6.27,257274,257274,257274,257274,257274,257274,185084,185084,185084,185084,185084,185084,1076910,1076910,1076910,1076910,1076910,1076910
neos-5104907-jarama,4,7200.33,7200.18,7200.10,7200.08,7200.10,7200.11,0,0,0,0,0,0,1.09,12.39,257788,257788,257788,257788,257788,257788,185255,185255,185255,185255,185255,185255,1078918,1078918,1078918,1078918,1078918,1078918
neos-5104907-jarama,5,7200.31,7200.08,7200.10,7204.50,7200.06,7200.12,0,0,0,0,0,0,1.15,6.30,257866,257866,257866,257866,257866,257866,185193,185193,185193,185193,185193,185193,1078589,1078589,1078589,1078589,1078589,1078589
neos-5107597-kakapo,1,7200.01,7200.00,7200.13,7200.01,7200.01,7200.00,370666,379023,386362,368052,371392,388770,0.01,0.02,3249,3249,3249,3249,3249,3249,3057,3057,3057,3057,3057,3057,9702,9702,9702,9702,9702,9702
neos-5107597-kakapo,2,7200.01,7200.02,7200.01,7200.01,7200.00,7200.01,376562,378512,263481,372856,371973,264335,0.01,0.03,3249,3249,3249,3249,3249,3249,3057,3057,3057,3057,3057,3057,9702,9702,9702,9702,9702,9702
neos-5107597-kakapo,3,7200.00,7200.01,7200.01,7200.01,7200.00,7200.00,402817,404768,445222,401196,406460,428830,0.01,0.02,3249,3249,3249,3249,3249,3249,3057,3057,3057,3057,3057,3057,9702,9702,9702,9702,9702,9702
neos-5107597-kakapo,4,7200.01,7200.01,7200.02,7200.01,7200.01,7200.01,406820,413157,403015,416887,398862,406457,0.01,0.02,3249,3249,3249,3249,3249,3249,3057,3057,3057,3057,3057,3057,9702,9702,9702,9702,9702,9702
neos-5107597-kakapo,5,7200.00,7200.01,7200.01,7200.11,7200.07,7200.00,341301,349409,228410,337957,337563,283207,0.02,0.03,3249,3249,3249,3249,3249,3249,3057,3057,3057,3057,3057,3057,9702,9702,9702,9702,9702,9702
neos-5114902-kasavu,1,7210.13,7200.21,7200.24,7201.05,7201.14,7200.25,0,0,0,0,0,0,5.20,4.82,953988,953988,953988,953988,953988,953988,706706,706706,706706,706706,706706,706706,4219628,4219628,4219628,4219628,4219628,4219628
neos-5114902-kasavu,2,7200.20,7243.61,7200.25,7281.72,7248.86,7713.68,0,0,0,0,0,0,5.50,20.48,953988,953988,953988,953988,953988,953988,706706,706706,706706,706706,706706,706706,4219628,4219628,4219628,4219628,4219628,4219628
neos-5114902-kasavu,3,7202.13,7200.21,7200.20,7270.74,7237.00,7200.20,0,0,0,0,0,0,5.56,24.16,953988,953988,953988,953988,953988,953988,706706,706706,706706,706706,706706,706706,4219628,4219628,4219628,4219628,4219628,4219628
neos-5114902-kasavu,4,7201.06,7201.09,7201.11,7201.14,7201.10,7201.08,0,0,0,0,0,0,5.35,21.27,953988,953988,953988,953988,953988,953988,706706,706706,706706,706706,706706,706706,4219628,4219628,4219628,4219628,4219628,4219628
neos-5114902-kasavu,5,7200.32,7200.23,7200.20,7200.23,7200.23,7229.42,0,0,0,0,0,0,3.38,37.74,953988,953988,953988,953988,953988,953988,706706,706706,706706,706706,706706,706706,4219628,4219628,4219628,4219628,4219628,4219628
neos-5188808-nattai,1,7200.01,7200.01,7200.02,7200.14,7200.01,7200.01,14398,16606,18339,19500,18243,16563,0.02,0.50,24950,24928,24950,24950,24950,24928,11233,11211,11233,11233,11233,11211,120814,120814,120814,120814,120814,120814
neos-5188808-nattai,2,6846.17,7200.01,7200.08,6426.61,7200.01,7200.01,13476,13763,15623,13935,15488,20269,0.02,0.50,24950,24928,24950,24950,24950,24928,11233,11211,11233,11233,11233,11211,120814,120814,120814,120814,120814,120814
neos-5188808-nattai,3,6036.05,7200.02,6614.62,5633.43,6577.15,6412.50,12228,15475,14981,9598,14981,12568,0.02,0.98,24950,24928,24950,24950,24950,24928,11233,11211,11233,11233,11233,11211,120814,120814,120814,120814,120814,120814
neos-5188808-nattai,4,4577.37,7200.01,7200.01,7200.02,7200.01,6567.64,9535,17450,17126,14785,16837,14097,0.02,0.48,24950,24928,24950,24950,24950,24928,11233,11211,11233,11233,11233,11211,120814,120814,120814,120814,120814,120814
neos-5188808-nattai,5,7200.01,7200.01,4737.32,6748.12,4754.36,7201.97,14953,13963,11096,16662,11096,15811,0.02,0.97,24950,24928,24950,24950,24950,24928,11233,11211,11233,11233,11233,11211,120814,120814,120814,120814,120814,120814
neos-5195221-niemur,1,7200.04,7200.04,7200.01,7200.01,7200.01,7200.02,18680,15909,17742,18676,18659,11806,0.12,0.64,25242,24214,25242,25242,25242,24214,8638,8635,8638,8638,8638,8635,113825,112435,113825,113825,113825,112435
neos-5195221-niemur,2,7200.03,7200.01,7200.02,7200.01,7200.01,7200.01,11337,17410,16446,11231,11420,13500,0.13,0.71,25245,24182,25245,25245,25245,24182,8644,8635,8644,8644,8644,8635,113701,112232,113701,113701,113701,112232
neos-5195221-niemur,3,7200.01,7200.02,7200.02,7200.02,7200.02,7200.02,15084,17707,15684,15013,15038,11120,0.17,0.64,25256,24190,25256,25256,25256,24190,8644,8625,8644,8644,8644,8625,113857,112264,113857,113857,113857,112264
neos-5195221-niemur,4,7200.01,7200.94,7200.03,7200.03,7200.01,7200.04,17084,15188,13366,16968,16364,11403,0.14,0.62,25263,24182,25263,25263,25263,24182,8648,8627,8648,8648,8648,8627,113819,112287,113819,113819,113819,112287
neos-5195221-niemur,5,7200.02,7200.01,7200.02,7200.04,7200.01,7200.01,16824,16312,15870,16904,16758,24618,0.14,0.67,25256,24216,25256,25256,25256,24216,8645,8637,8645,8645,8645,8637,113845,112414,113845,113845,113845,112414
neos-631710,1,7200.32,4839.85,7200.34,7290.43,7218.52,5622.21,0,574,0,0,0,555,3.77,156.36,169576,4741,169576,169576,169576,4741,167056,167056,167056,167056,167056,167056,834166,669331,834166,834166,834166,669331
neos-631710,2,7200.38,4412.47,7200.48,7200.41,7200.40,6393.10,0,222,0,0,0,168,3.19,87.40,169576,4741,169576,169576,169576,4741,167056,167056,167056,167056,167056,167056,834166,669331,834166,834166,834166,669331
neos-631710,3,7200.83,4392.73,7201.36,7201.25,7201.15,3191.84,0,360,0,0,0,480,2.56,87.66,169576,4741,169576,169576,169576,4741,167056,167056,167056,167056,167056,167056,834166,669331,834166,834166,834166,669331
neos-631710,4,7200.40,7201.11,7200.51,7200.47,7200.45,2882.38,0,1030,0,0,0,931,1.92,86.82,169576,4741,169576,169576,169576,4741,167056,167056,167056,167056,167056,167056,834166,669331,834166,834166,834166,669331
neos-631710,5,7202.35,7200.46,7202.48,7202.44,7202.33,7200.51,274,103,274,218,274,102,3.68,81.56,169576,4741,169576,169576,169576,4741,167056,167056,167056,167056,167056,167056,834166,669331,834166,834166,834166,669331
neos-662469,1,3443.26,3390.93,2783.90,3432.11,3405.33,2783.86,25204,25204,18001,25204,25204,18001,0.03,1.46,1080,1080,1080,1080,1080,1080,18235,18235,18235,18235,18235,18235,201701,201701,201701,201701,201701,201701
neos-662469,2,2060.70,2046.29,2932.77,2056.23,2051.58,2973.89,17272,17272,23043,17272,17272,23043,0.06,3.45,1080,1080,1080,1080,1080,1080,18235,18235,18235,18235,18235,18235,201701,201701,201701,201701,201701,201701
neos-662469,3,2395.57,2423.89,2251.21,2348.47,2450.01,2285.41,16663,16663,15933,16663,16663,15933,0.04,1.18,1080,1080,1080,1080,1080,1080,18235,18235,18235,18235,18235,18235,201701,201701,201701,201701,201701,201701
neos-662469,4,1408.42,1375.62,1503.69,1376.61,1411.19,1523.90,7758,7758,8269,7758,7758,8269,0.04,1.30,1080,1080,1080,1080,1080,1080,18235,18235,18235,18235,18235,18235,201701,201701,201701,201701,201701,201701
neos-662469,5,1384.22,1389.08,1906.58,1400.25,1406.07,1904.29,8175,8175,9242,8175,8175,9242,0.04,1.22,1080,1080,1080,1080,1080,1080,18235,18235,18235,18235,18235,18235,201701,201701,201701,201701,201701,201701
neos-787933,1,467.16,470.86,478.19,501.78,486.18,490.18,1563,1563,1563,1563,1563,1563,0.06,0.08,1897,1897,1897,1897,1897,1897,63708,63708,63708,63708,63708,63708,125652,125652,125652,125652,125652,125652
neos-787933,2,847.52,819.87,852.62,799.97,833.75,834.69,3384,3384,3384,3384,3384,3384,0.07,0.09,1897,1897,1897,1897,1897,1897,63708,63708,63708,63708,63708,63708,125652,125652,125652,125652,125652,125652
neos-787933,3,824.43,793.98,813.48,801.99,749.25,793.88,2831,2831,2831,2831,2831,2831,0.07,0.09,1897,1897,1897,1897,1897,1897,63708,63708,63708,63708,63708,63708,125652,125652,125652,125652,125652,125652
neos-787933,4,833.32,817.72,801.13,851.62,823.42,834.75,3823,3823,3823,3823,3823,3823,0.11,0.23,1897,1897,1897,1897,1897,1897,63708,63708,63708,63708,63708,63708,125652,125652,125652,125652,125652,125652
neos-787933,5,1277.55,1248.83,1269.03,1248.01,1243.29,1243.86,5310,5310,5310,5310,5310,5310,0.06,0.09,1897,1897,1897,1897,1897,1897,63708,63708,63708,63708,63708,63708,125652,125652,125652,125652,125652,125652
neos-827175,1,5.70,5.79,6.07,6.05,6.09,6.09,1,1,1,1,1,1,0.02,0.25,14039,14039,14039,14039,14039,14039,31624,31624,31624,31624,31624,31624,101408,101408,101408,101408,101408,101408
neos-827175,2,7.38,7.39,7.59,7.51,7.59,7.61,1,1,1,1,1,1,0.02,0.24,14039,14039,14039,14039,14039,14039,31624,31624,31624,31624,31624,31624,101408,101408,101408,101408,101408,101408
neos-827175,3,5.13,5.18,5.53,5.30,5.35,5.41,1,1,1,1,1,1,0.03,0.25,14039,14039,14039,14039,14039,14039,31624,31624,31624,31624,31624,31624,101408,101408,101408,101408,101408,101408
neos-827175,4,7.10,6.90,7.31,7.29,7.61,7.35,1,1,1,1,1,1,0.02,0.25,14039,14039,14039,14039,14039,14039,31624,31624,31624,31624,31624,31624,101408,101408,101408,101408,101408,101408
neos-827175,5,4.01,3.98,4.45,4.25,4.09,4.37,1,1,1,1,1,1,0.03,0.28,14039,14039,14039,14039,14039,14039,31624,31624,31624,31624,31624,31624,101408,101408,101408,101408,101408,101408
neos-848589,1,862.47,823.27,841.59,883.68,901.89,835.70,54,54,54,54,54,54,0.17,0.05,1484,1484,1484,1484,1484,1484,550539,550539,550539,550539,550539,550539,1101078,1101078,1101078,1101078,1101078,1101078
neos-848589,2,1161.70,1087.80,1138.80,1091.83,1110.11,1020.69,22,22,22,22,22,22,0.22,0.07,1484,1484,1484,1484,1484,1484,550539,550539,550539,550539,550539,550539,1101078,1101078,1101078,1101078,1101078,1101078
neos-848589,3,3197.53,2941.99,3235.03,3290.19,3105.93,3126.70,274,274,274,274,274,274,0.08,0.00,1484,1484,1484,1484,1484,1484,550539,550539,550539,550539,550539,550539,1101078,1101078,1101078,1101078,1101078,1101078
neos-848589,4,3789.86,3364.53,3881.75,3718.86,3755.88,3716.82,775,775,775,775,775,775,0.17,0.35,1484,1484,1484,1484,1484,1484,550539,550539,550539,550539,550539,550539,1101078,1101078,1101078,1101078,1101078,1101078
neos-848589,5,1165.94,1061.52,1153.17,1128.00,1074.42,1062.29,59,59,59,59,59,59,0.20,0.07,1484,1484,1484,1484,1484,1484,550539,550539,550539,550539,550539,550539,1101078,1101078,1101078,1101078,1101078,1101078
neos-860300,1,23.38,22.66,17.82,15.34,15.44,18.04,1,1,1,1,1,1,0.08,1.22,568,568,568,568,568,568,1218,1218,1217,1217,1217,1217,178013,178013,177884,177884,177884,177884
neos-860300,2,16.30,16.72,17.56,17.39,17.39,17.75,1,1,1,0,0,1,0.11,1.25,568,568,568,568,568,568,1219,1219,1218,1218,1218,1218,178144,178144,178015,178015,178015,178015
