ProblemName,Seed,T_Default,T_VIA,T_VILCP,T_Achterberg2013,T_VILCP',T_All,N_Default,N_VIA,N_VILCP,N_Achterberg2013,N_VILCP',N_All,T_presolve_VIA,T_presolve_VILCP,Rows_Default,Rows_VIA,Rows_VILCP,Rows_Achterberg2013,Rows_VILCP',Rows_All,Cols_Default,Cols_VIA,Cols_VILCP,Cols_Achterberg2013,Cols_VILCP',Cols_All,Nnz_Default,Nnz_VIA,Nnz_VILCP,Nnz_Achterberg2013,Nnz_VILCP',Nnz_All
30n20b8,1,242.92,246.77,418.13,347.07,223.39,422.69,1858,1858,3342,3469,3922,3342,0.59,0.68,491,491,489,489,489,489,4748,4748,4730,4735,4730,4730,42941,42941,42776,42815,42776,42776
30n20b8,2,320.12,315.04,156.13,624.32,283.30,154.16,1985,1985,1372,8783,3013,1372,0.33,0.80,491,491,489,489,489,489,4736,4736,4700,4711,4700,4700,42839,42839,42483,42577,42483,42483
30n20b8,3,1222.02,1203.27,282.34,197.69,337.79,284.25,9884,9884,2582,2117,3379,2582,0.28,0.62,490,490,488,488,488,488,4761,4761,4744,4746,4744,4744,43049,43049,42891,42906,42891,42891
30n20b8,4,472.53,474.20,171.30,134.89,198.02,169.89,2846,2846,1268,1994,1667,1268,0.28,0.86,490,490,488,488,488,488,4741,4741,4695,4717,4695,4695,42892,42892,42472,42673,42472,42472
30n20b8,5,1416.80,1407.20,338.52,124.61,337.12,344.92,8895,8895,3151,1851,2865,3151,1.10,0.67,491,491,489,489,489,489,4762,4762,4736,4745,4736,4736,43098,43098,42852,42930,42852,42852
50v-10,1,7200.01,7200.05,7200.01,7200.01,7200.03,7200.04,292212,291170,293068,291604,293257,294289,0.01,0.75,233,233,233,233,233,233,2013,2013,2013,2013,2013,2013,2745,2745,2745,2745,2745,2745
50v-10,2,7200.01,7200.04,7200.01,7200.00,7200.02,7200.01,258479,263951,295602,295306,300028,299750,0.02,1.36,233,233,233,233,233,233,2013,2013,2013,2013,2013,2013,2745,2745,2745,2745,2745,2745
50v-10,3,7200.05,7200.00,7200.00,7200.00,7200.00,7200.01,305314,304452,300508,302790,303427,305312,0.02,0.89,233,233,233,233,233,233,2013,2013,2013,2013,2013,2013,2745,2745,2745,2745,2745,2745
50v-10,4,7200.00,7200.04,7200.00,7200.04,7200.02,7200.01,300920,296116,301859,295300,299243,298792,0.03,1.18,233,233,233,233,233,233,2013,2013,2013,2013,2013,2013,2745,2745,2745,2745,2745,2745
50v-10,5,7200.01,7200.00,7200.03,7200.04,7200.03,7200.01,353365,354179,347806,353127,350007,351908,0.02,0.79,233,233,233,233,233,233,2013,2013,2013,2013,2013,2013,2745,2745,2745,2745,2745,2745
CMS750_4,1,1402.94,1376.57,1387.90,1403.99,1409.79,1367.15,34043,34043,34043,34043,34043,34043,0.01,0.24,12825,12825,12825,12825,12825,12825,9895,9895,9895,9895,9895,9895,37743,37743,37743,37743,37743,37743
CMS750_4,2,1437.10,1436.09,1447.99,1452.86,1467.82,1445.99,29954,29954,29954,29954,29954,29954,0.01,0.20,12825,12825,12825,12825,12825,12825,9895,9895,9895,9895,9895,9895,37743,37743,37743,37743,37743,37743
CMS750_4,3,2292.50,2323.04,2306.06,2241.51,2321.90,2300.22,70126,70126,70126,70126,70126,70126,0.01,0.24,12825,12825,12825,12825,12825,12825,9895,9895,9895,9895,9895,9895,37743,37743,37743,37743,37743,37743
CMS750_4,4,2219.51,2253.58,2234.90,2293.76,2261.79,2291.32,55077,55077,55077,55077,55077,55077,0.01,0.25,12825,12825,12825,12825,12825,12825,9895,9895,9895,9895,9895,9895,37743,37743,37743,37743,37743,37743
CMS750_4,5,2252.96,2220.93,2224.02,2199.70,2185.46,2293.37,70615,70615,70615,70615,70615,70615,0.01,0.30,12825,12825,12825,12825,12825,12825,9895,9895,9895,9895,9895,9895,37743,37743,37743,37743,37743,37743
academictimetablesmall,1,6414.41,6451.56,4646.51,7200.02,7200.07,4593.63,5937,5937,6263,9341,9222,6263,0.19,2.65,15727,15727,15688,15688,15688,15688,24280,24280,24255,24255,24255,24255,220611,220611,220396,220396,220396,220396
academictimetablesmall,2,7200.09,7200.04,7200.05,3594.70,3567.67,7200.01,10519,10097,8007,4661,4661,7974,0.24,3.57,15722,15722,15683,15683,15683,15683,24280,24280,24255,24255,24255,24255,221713,221713,221498,221498,221498,221498
academictimetablesmall,3,7200.17,7200.20,7200.09,7200.02,7200.03,7200.03,9111,9340,9279,8301,8202,9680,0.20,2.71,15724,15724,15685,15685,15685,15685,24280,24280,24255,24255,24255,24255,220805,220805,220590,220590,220590,220590
academictimetablesmall,4,6713.34,6874.12,7200.11,7200.04,7200.20,7200.09,8407,8407,10993,6370,6422,10982,0.16,4.42,15725,15725,15686,15686,15686,15686,24280,24280,24255,24255,24255,24255,220237,220237,220022,220022,220022,220022
academictimetablesmall,5,7200.05,7200.03,7200.02,7200.09,7200.07,7200.19,7446,7465,6621,9262,9239,6510,0.16,2.69,15725,15725,15686,15686,15686,15686,24280,24280,24255,24255,24255,24255,220201,220201,219986,219986,219986,219986
air05,1,36.60,37.09,35.49,37.02,36.87,35.51,91,91,21,91,91,21,0.05,0.58,334,334,334,334,334,334,6108,6108,6108,6108,6108,6108,35983,35983,35983,35983,35983,35983
air05,2,40.17,39.83,36.29,40.73,40.69,36.41,27,27,33,27,27,33,0.04,0.57,334,334,334,334,334,334,6110,6110,6110,6110,6110,6110,35996,35996,35996,35996,35996,35996
air05,3,36.90,36.56,38.70,37.59,37.37,38.90,37,37,33,37,37,33,0.05,0.60,334,334,334,334,334,334,6105,6105,6105,6105,6105,6105,35961,35961,35961,35961,35961,35961
air05,4,38.51,38.22,38.45,38.77,38.38,38.89,28,28,13,28,28,13,0.04,0.76,334,334,334,334,334,334,6105,6105,6105,6105,6105,6105,35961,35961,35961,35961,35961,35961
air05,5,41.93,41.35,32.21,42.21,42.21,32.17,35,35,5,35,35,5,0.05,0.54,335,335,335,335,335,335,6110,6110,6110,6110,6110,6110,35981,35981,35981,35981,35981,35981
app1-1,1,28.89,28.81,24.49,29.11,29.35,24.54,5030,5030,4573,5030,5030,4573,0.00,0.19,3242,3242,3242,3242,3242,3242,1059,1059,1059,1059,1059,1059,19029,19029,19029,19029,19029,19029
app1-1,2,27.48,27.07,29.20,27.36,20.05,29.50,3766,3766,3515,3766,2397,3515,0.00,0.12,3496,3496,3492,3496,3492,3492,1195,1195,1191,1195,1191,1191,20688,20688,20657,20688,20657,20657
app1-1,3,24.81,25.68,20.73,26.73,29.17,20.83,4155,4155,2731,4155,5064,2731,0.00,0.13,3242,3242,3242,3242,3242,3242,1059,1059,1059,1059,1059,1059,19029,19029,19029,19029,19029,19029
app1-1,4,31.35,32.04,24.47,32.81,22.72,25.29,3807,3807,2750,3807,3879,2750,0.00,0.17,3507,3507,3503,3507,3503,3503,1200,1200,1196,1200,1196,1196,20759,20759,20728,20759,20728,20728
app1-1,5,18.47,17.71,25.39,18.09,18.53,25.19,3194,3194,4578,3194,3194,4578,0.00,0.21,3314,3314,3314,3314,3314,3314,1059,1059,1059,1059,1059,1059,19389,19389,19389,19389,19389,19389
app1-2,1,4062.41,4126.30,3852.24,4394.16,2652.90,3922.50,69871,69871,79376,82240,38494,79376,0.08,80.30,34786,34786,34786,34786,34786,34786,11267,11267,11267,11267,11267,11267,206105,206105,206105,206105,206105,206105
app1-2,2,6136.37,5749.82,3482.17,4102.80,3947.00,2694.05,105766,105282,56737,63962,61597,43274,0.12,79.27,34784,34784,34784,34784,34784,34784,11266,11266,11266,11266,11266,11266,206092,206092,206092,206092,206092,206092
app1-2,3,3905.94,4262.34,2250.00,7200.07,4606.53,2114.40,66909,73650,33573,73488,97159,33573,0.06,56.26,34784,34784,34784,34784,34784,34784,11266,11266,11266,11266,11266,11266,206092,206092,206092,206092,206092,206092
app1-2,4,5448.58,2963.29,2993.88,4878.62,1213.14,3035.61,98464,43795,60757,78165,11587,60757,0.08,84.97,34784,34784,34784,34784,34784,34784,11266,11266,11266,11266,11266,11266,206092,206092,206092,206092,206092,206092
app1-2,5,1063.47,1063.57,2086.35,3052.78,1240.17,2082.99,12073,12073,38230,53855,13672,38230,0.05,76.88,34786,34786,34786,34786,34786,34786,11267,11267,11267,11267,11267,11267,206105,206105,206105,206105,206105,206105
assign1-5-8,1,7200.00,7200.00,7200.00,7200.00,7200.00,7200.01,4554001,4520310,4612372,4604296,4627281,4604368,0.00,0.01,161,161,161,161,161,161,156,156,156,156,156,156,2340,2340,2340,2340,2340,2340
assign1-5-8,2,7200.00,7200.00,7200.00,7200.00,7200.00,7200.00,4345291,4306605,4413144,4343059,4366571,4406474,0.00,0.01,161,161,161,161,161,161,156,156,156,156,156,156,2340,2340,2340,2340,2340,2340
assign1-5-8,3,7200.00,7200.01,7200.00,7200.00,7200.00,7200.01,4393125,4395153,4325607,4292424,4312908,4279103,0.00,0.01,161,161,161,161,161,161,156,156,156,156,156,156,2340,2340,2340,2340,2340,2340
assign1-5-8,4,7200.00,7200.01,7200.00,7200.00,7200.00,7200.00,4468893,4486714,4209332,4233097,4215138,4292096,0.00,0.01,161,161,161,161,161,161,156,156,156,156,156,156,2340,2340,2340,2340,2340,2340
assign1-5-8,5,7200.00,7200.00,7200.01,7200.00,7200.00,7200.00,4366500,4273814,4367621,4365447,4295253,4316712,0.00,0.01,161,161,161,161,161,161,156,156,156,156,156,156,2340,2340,2340,2340,2340,2340
atlanta-ip,1,7200.02,7200.04,7200.01,7200.01,7200.01,7200.04,11219,11074,10740,11299,11291,10852,0.03,0.57,18485,18485,18485,18485,18485,18485,15858,15858,15858,15858,15858,15858,171200,171200,171200,171200,171200,171200
atlanta-ip,2,7200.02,7200.29,7200.01,7200.28,7200.15,7200.15,10286,10217,8355,10215,10215,8485,0.03,0.52,18478,18478,18478,18478,18478,18478,15857,15857,15857,15857,15857,15857,171196,171196,171196,171196,171196,171196
atlanta-ip,3,7200.05,7200.05,7200.04,7200.03,7200.01,7200.04,10953,10932,9327,11000,11257,9327,0.04,0.54,18487,18487,18487,18487,18487,18487,15857,15857,15857,15857,15857,15857,171200,171200,171200,171200,171200,171200
atlanta-ip,4,7200.01,7200.03,7200.02,7200.02,7200.02,7200.04,6772,6362,7335,6825,6769,7326,0.03,0.52,18480,18480,18480,18480,18480,18480,15858,15858,15858,15858,15858,15858,171185,171185,171185,171185,171185,171185
atlanta-ip,5,7200.02,7200.04,7200.01,7200.04,7200.04,7200.07,8330,8060,8869,8318,8318,8805,0.03,0.83,18479,18479,18479,18479,18479,18479,15858,15858,15858,15858,15858,15858,171190,171190,171190,171190,171190,171190
b1c1s1,1,7200.01,7200.00,7200.01,7200.00,7200.03,7200.01,110805,110631,133766,111535,110747,134304,0.01,0.04,2748,2748,2748,2748,2748,2748,2718,2718,2718,2718,2718,2718,9164,9164,9164,9164,9164,9164
b1c1s1,2,7200.03,7200.01,7200.00,7200.00,7200.01,7200.04,124943,124040,124756,124810,124944,124815,0.01,0.03,2748,2748,2748,2748,2748,2748,2718,2718,2718,2718,2718,2718,9164,9164,9164,9164,9164,9164
b1c1s1,3,7200.01,7200.00,7200.02,7200.00,7200.02,7200.01,112170,109467,111260,111569,110788,111132,0.01,0.03,2748,2748,2748,2748,2748,2748,2718,2718,2718,2718,2718,2718,9164,9164,9164,9164,9164,9164
b1c1s1,4,7200.00,7200.01,7200.01,7200.00,7200.00,7200.01,119159,119790,119159,119472,119057,119073,0.01,0.05,2748,2748,2748,2748,2748,2748,2718,2718,2718,2718,2718,2718,9164,9164,9164,9164,9164,9164
b1c1s1,5,7200.04,7200.00,7200.05,7200.04,7200.02,7200.00,110575,110746,118968,110339,110173,119482,0.01,0.04,2748,2748,2748,2748,2748,2748,2718,2718,2718,2718,2718,2718,9164,9164,9164,9164,9164,9164
bab2,1,7200.73,7202.15,7200.36,7200.85,7200.17,7200.58,3894,3838,3315,3789,3764,3380,8.47,28.12,16418,16418,16418,16418,16418,16418,144770,144770,144770,144770,144770,144770,1632018,1632018,1632018,1632018,1632018,1632018
bab2,2,7200.03,7200.41,7201.09,7200.51,7200.45,7201.18,2350,2342,2935,2399,2395,2935,12.29,34.35,16418,16418,16418,16418,16418,16418,144770,144770,144770,144770,144770,144770,1548775,1548775,1548775,1548775,1548775,1548775
bab2,3,7200.25,7200.24,7201.08,7200.25,7200.26,7200.72,614,614,2042,614,614,2107,1.22,29.60,16418,16418,16418,16418,16418,16418,144770,144770,144770,144770,144770,144770,1572487,1572487,1572487,1572487,1572487,1572487
bab2,4,7201.60,7201.48,7200.25,7200.43,7200.38,7200.18,1734,1734,2053,1671,1786,2074,3.45,23.90,16418,16418,16418,16418,16418,16418,144770,144770,144770,144770,144770,144770,1580759,1580759,1580759,1580759,1580759,1580759
bab2,5,7201.78,7200.53,7202.84,7203.18,7200.56,7202.12,1799,1822,1542,1799,1822,1618,1.29,9.31,16418,16418,16418,16418,16418,16418,144770,144770,144770,144770,144770,144770,1629677,1629677,1629677,1629677,1629677,1629677
bab6,1,7200.92,7200.94,7200.91,7200.54,7200.83,7200.71,4268,4067,4095,4216,4224,3974,1.52,20.41,29306,29306,29306,29306,29306,29306,112621,112621,112621,112621,112621,112621,1022155,1022155,1022155,1022155,1022155,1022155
bab6,2,7200.72,7201.17,7201.85,7200.29,7200.46,7200.55,4587,4522,3773,4587,4581,3840,1.69,16.08,29306,29306,29306,29306,29306,29306,112604,112604,112604,112604,112604,112604,995430,995430,995430,995430,995430,995430
bab6,3,7200.28,7200.69,7200.17,7200.32,7200.62,7200.18,5086,5252,4205,4896,4839,4101,1.41,15.45,29306,29306,29306,29306,29306,29306,112617,112617,112617,112617,112617,112617,1013302,1013302,1013302,1013302,1013302,1013302
bab6,4,7200.08,7201.79,7201.29,7200.61,7201.01,7200.37,4875,4839,4243,4755,4980,4158,1.68,16.46,29306,29306,29306,29306,29306,29306,112617,112617,112617,112617,112617,112617,1050645,1050645,1050645,1050645,1050645,1050645
bab6,5,7200.11,7202.32,7203.48,7200.17,7200.31,7201.66,4688,4770,4561,4807,4686,4503,1.81,26.80,29306,29306,29306,29306,29306,29306,112594,112594,112594,112594,112594,112594,1036762,1036762,1036762,1036762,1036762,1036762
beasleyC3,1,21.09,21.27,20.96,21.31,21.48,21.11,258,258,258,258,258,258,0.00,0.00,1153,1153,1153,1153,1153,1153,1704,1704,1704,1704,1704,1704,3408,3408,3408,3408,3408,3408
beasleyC3,2,32.15,32.16,32.12,32.26,32.53,32.51,546,546,546,546,546,546,0.00,0.00,1153,1153,1153,1153,1153,1153,1704,1704,1704,1704,1704,1704,3408,3408,3408,3408,3408,3408
beasleyC3,3,25.33,25.08,25.07,25.12,25.11,25.06,212,212,212,212,212,212,0.00,0.00,1153,1153,1153,1153,1153,1153,1704,1704,1704,1704,1704,1704,3408,3408,3408,3408,3408,3408
beasleyC3,4,26.14,26.76,26.32,26.71,26.80,27.01,342,342,342,342,342,342,0.00,0.00,1153,1153,1153,1153,1153,1153,1704,1704,1704,1704,1704,1704,3408,3408,3408,3408,3408,3408
beasleyC3,5,51.03,51.56,51.93,51.31,51.18,52.19,1359,1359,1359,1359,1359,1359,0.00,0.00,1153,1153,1153,1153,1153,1153,1704,1704,1704,1704,1704,1704,3408,3408,3408,3408,3408,3408
binkar10_1,1,42.76,43.78,50.06,42.73,42.85,49.88,6093,6093,7249,6093,6093,7249,0.00,0.01,820,820,820,820,820,820,2013,2013,2013,2013,2013,2013,3848,3848,3848,3848,3848,3848
binkar10_1,2,31.78,30.56,32.00,31.36,31.75,31.28,4091,4091,4091,4091,4091,4091,0.00,0.01,820,820,820,820,820,820,2013,2013,2013,2013,2013,2013,3848,3848,3848,3848,3848,3848
binkar10_1,3,28.62,28.31,40.65,29.32,28.15,40.43,3241,3241,4951,3241,3241,4951,0.00,0.01,820,820,820,820,820,820,2013,2013,2013,2013,2013,2013,3848,3848,3848,3848,3848,3848
binkar10_1,4,54.30,55.64,55.95,55.64,54.77,56.15,7586,7586,7586,7586,7586,7586,0.00,0.01,820,820,820,820,820,820,2013,2013,2013,2013,2013,2013,3848,3848,3848,3848,3848,3848
binkar10_1,5,49.20,49.69,49.83,50.03,51.50,50.54,6279,6279,6279,6279,6279,6279,0.00,0.01,820,820,820,820,820,820,2013,2013,2013,2013,2013,2013,3848,3848,3848,3848,3848,3848
blp-ar98,1,4064.71,4149.56,3368.06,3018.63,3753.61,3334.00,33631,33631,33505,28252,31646,33505,0.91,12.73,1113,1113,1113,1113,1113,1113,15521,15521,15509,15509,15509,15509,175122,175122,175058,175058,175058,175058
blp-ar98,2,3624.28,3609.69,3342.26,3314.75,4060.27,3352.79,31949,31949,33379,27292,34486,33379,0.96,9.34,1113,1113,1113,1113,1113,1113,15521,15521,15509,15509,15509,15509,175122,175122,175058,175058,175058,175058
blp-ar98,3,3472.74,3373.92,3463.53,3831.07,4061.30,3431.62,29345,29345,33520,38803,38383,33520,0.70,12.61,1113,1113,1113,1113,1113,1113,15521,15521,15509,15509,15509,15509,175122,175122,175058,175058,175058,175058
blp-ar98,4,5150.26,5354.27,4121.23,3551.55,3465.52,4055.69,47815,47815,35868,37625,35202,35868,1.32,13.85,1113,1113,1113,1113,1113,1113,15521,15521,15509,15509,15509,15509,175122,175122,175058,175058,175058,175058
blp-ar98,5,6019.72,6191.12,5846.75,3862.18,3730.29,5719.87,53194,53194,55202,37729,34442,55202,0.67,34.29,1113,1113,1113,1113,1113,1113,15521,15521,15509,15509,15509,15509,175122,175122,175058,175058,175058,175058
blp-ic98,1,971.86,960.03,1169.17,1004.50,840.35,1115.46,10015,10015,14333,11679,8435,14333,1.75,9.34,713,713,713,713,713,713,13636,13636,13636,13636,13636,13636,174831,174831,174831,174831,174831,174831
blp-ic98,2,2271.17,2156.97,1664.34,2319.86,2119.70,1664.18,18509,18509,13111,15459,20507,13111,2.38,4.48,713,713,713,713,713,713,13636,13636,13636,13636,13636,13636,174831,174831,174831,174831,174831,174831
blp-ic98,3,635.46,613.51,704.64,634.66,525.17,717.70,8225,8225,7186,8225,5882,7186,1.54,4.42,713,713,713,713,713,713,13636,13636,13636,13636,13636,13636,174831,174831,174831,174831,174831,174831
blp-ic98,4,1675.62,1661.02,2018.36,1633.75,1566.26,2000.36,8510,8510,11408,8510,7748,11408,1.60,6.29,713,713,713,713,713,713,13636,13636,13636,13636,13636,13636,174831,174831,174831,174831,174831,174831
blp-ic98,5,1169.36,1148.92,1470.39,1132.45,706.50,1474.54,13281,13281,18414,10308,7722,18414,2.16,4.80,713,713,713,713,713,713,13636,13636,13636,13636,13636,13636,174831,174831,174831,174831,174831,174831
bnatt400,1,1672.17,1671.65,1954.19,1653.44,1661.67,1966.20,34100,34100,37955,34100,34100,37955,0.07,0.15,3897,3897,3897,3897,3897,3897,1944,1944,1944,1944,1944,1944,16340,16340,16340,16340,16340,16340
bnatt400,2,1663.18,1719.18,1640.06,1664.98,1673.71,1648.43,34155,34155,32788,34155,34155,32788,0.07,0.22,3897,3897,3897,3897,3897,3897,1944,1944,1944,1944,1944,1944,16340,16340,16340,16340,16340,16340
bnatt400,3,1075.79,1081.56,2001.87,1078.92,1089.49,1967.06,23195,23195,39976,23195,23195,39976,0.05,0.16,3897,3897,3897,3897,3897,3897,1944,1944,1944,1944,1944,1944,16340,16340,16340,16340,16340,16340
bnatt400,4,1234.37,1241.57,1428.61,1233.73,1239.80,1410.76,26705,26705,27708,26705,26705,27708,0.04,0.22,3897,3897,3897,3897,3897,3897,1944,1944,1944,1944,1944,1944,16340,16340,16340,16340,16340,16340
bnatt400,5,1456.10,1462.67,1080.40,1489.76,1452.23,1089.27,33984,33984,23731,33984,33984,23731,0.05,0.23,3897,3897,3897,3897,3897,3897,1944,1944,1944,1944,1944,1944,16340,16340,16340,16340,16340,16340
bnatt500,1,7200.00,7200.01,7200.01,7200.14,7200.01,7200.02,99286,98902,116364,98887,99140,117222,0.06,0.19,4933,4933,4933,4933,4933,4933,2459,2459,2459,2459,2459,2459,20690,20690,20690,20690,20690,20690
bnatt500,2,7200.01,7200.01,7200.05,7200.04,7200.01,7200.01,111026,111344,90802,111448,111448,91097,0.07,0.28,4933,4933,4933,4933,4933,4933,2459,2459,2459,2459,2459,2459,20690,20690,20690,20690,20690,20690
bnatt500,3,7200.01,7200.01,7200.12,7200.01,7200.01,7200.07,106223,104634,105437,105191,104857,104782,0.04,0.29,4932,4932,4932,4932,4932,4932,2458,2458,2458,2458,2458,2458,20683,20683,20683,20683,20683,20683
bnatt500,4,7200.01,7200.06,7200.03,7200.01,7200.13,7200.01,98822,97717,99161,98299,98374,99280,0.07,0.37,4932,4932,4932,4932,4932,4932,2458,2458,2458,2458,2458,2458,20683,20683,20683,20683,20683,20683
bnatt500,5,7200.01,7200.00,7200.09,7200.02,7200.00,7200.01,120205,120655,98092,119545,120782,97795,0.07,0.37,4932,4932,4932,4932,4932,4932,2458,2458,2458,2458,2458,2458,20683,20683,20683,20683,20683,20683
bppc4-08,1,7200.02,7200.00,7200.00,7200.03,7200.00,7200.00,590258,593682,577967,594356,594166,582128,0.02,0.20,111,111,111,111,111,111,1455,1455,1455,1455,1455,1455,23964,23964,23964,23964,23964,23964
bppc4-08,2,7200.00,7200.01,7200.00,7200.00,7200.00,7200.00,597979,593445,565757,600453,599295,567306,0.01,0.26,111,111,111,111,111,111,1455,1455,1455,1455,1455,1455,23964,23964,23964,23964,23964,23964
bppc4-08,3,7200.00,7200.00,7200.00,7200.00,7200.00,7200.00,607523,602525,576879,602773,602507,579464,0.02,0.23,111,111,111,111,111,111,1455,1455,1455,1455,1455,1455,23964,23964,23964,23964,23964,23964
bppc4-08,4,7200.00,7200.01,7200.00,7200.00,7200.00,7200.00,590992,584524,584458,582695,586981,585656,0.01,0.24,111,111,111,111,111,111,1455,1455,1455,1455,1455,1455,23964,23964,23964,23964,23964,23964
bppc4-08,5,7200.00,7200.00,7200.02,7200.01,7200.00,7200.00,612710,600970,595581,604371,602655,597988,0.02,0.24,111,111,111,111,111,111,1455,1455,1455,1455,1455,1455,23964,23964,23964,23964,23964,23964
brazil3,1,2366.41,2366.74,565.68,2607.81,2608.27,563.91,2576,2576,641,2489,2489,641,0.02,0.39,2985,2985,2761,2761,2761,2761,6820,6820,6806,6806,6806,6806,41353,41353,40891,40891,40891,40891
brazil3,2,4261.18,4263.86,2237.73,2137.46,2134.44,2232.08,3371,3371,2734,2214,2214,2734,0.02,0.39,2985,2985,2761,2761,2761,2761,6820,6820,6806,6806,6806,6806,41353,41353,40891,40891,40891,40891
brazil3,3,2051.53,2059.85,2946.76,2076.67,2076.15,2969.37,2140,2140,2726,1964,1964,2726,0.02,0.39,2985,2985,2761,2761,2761,2761,6820,6820,6806,6806,6806,6806,41353,41353,40891,40891,40891,40891
brazil3,4,3990.89,4062.36,644.50,125.96,126.27,649.71,4287,4287,617,47,47,617,0.02,0.39,2985,2985,2761,2761,2761,2761,6820,6820,6806,6806,6806,6806,41353,41353,40891,40891,40891,40891
brazil3,5,4792.02,4798.98,4494.18,3680.67,3658.33,4505.48,4900,4900,3811,4016,4016,3811,0.03,0.52,2985,2985,2761,2761,2761,2761,6820,6820,6806,6806,6806,6806,41353,41353,40891,40891,40891,40891
buildingenergy,1,7201.87,7202.56,7200.38,7200.26,7200.30,7205.02,2461,2461,2522,2462,2461,2950,0.09,0.12,267853,267853,267853,267853,267853,267853,145237,145237,145237,145237,145237,145237,815124,815124,815124,815124,815124,815124
buildingenergy,2,7200.29,7200.30,7202.32,7200.29,7200.97,7202.31,2704,2536,2535,2704,2623,2535,0.09,0.11,267853,267853,267853,267853,267853,267853,145237,145237,145237,145237,145237,145237,815124,815124,815124,815124,815124,815124
buildingenergy,3,7200.23,7200.75,7200.23,7200.24,7201.34,7200.16,5318,5030,5367,5738,5200,5388,0.10,0.15,267853,267853,267853,267853,267853,267853,145237,145237,145237,145237,145237,145237,815124,815124,815124,815124,815124,815124
buildingenergy,4,7201.62,7200.74,7200.30,7202.28,7202.34,7200.21,2430,2305,2158,2158,2158,2158,0.09,0.12,267853,267853,267853,267853,267853,267853,145237,145237,145237,145237,145237,145237,815124,815124,815124,815124,815124,815124
buildingenergy,5,7202.35,7201.01,7201.66,7202.27,7209.27,7202.88,1641,1641,1641,1641,1641,1641,0.09,0.12,267853,267853,267853,267853,267853,267853,145237,145237,145237,145237,145237,145237,815124,815124,815124,815124,815124,815124
cbs-cta,1,114.35,121.50,114.73,115.46,114.67,116.46,2843,2843,2843,2843,2843,2843,0.04,0.05,9964,9964,9964,9964,9964,9964,8214,8214,8214,8214,8214,8214,31146,31146,31146,31146,31146,31146
cbs-cta,2,163.33,163.54,164.68,165.86,164.66,164.13,1980,1980,1980,1980,1980,1980,0.04,0.02,9964,9964,9964,9964,9964,9964,8214,8214,8214,8214,8214,8214,31146,31146,31146,31146,31146,31146
cbs-cta,3,173.67,173.70,174.97,173.02,173.82,174.80,3578,3546,3578,3578,3578,3546,0.05,0.05,9964,9964,9964,9964,9964,9964,8214,8214,8214,8214,8214,8214,31146,31146,31146,31146,31146,31146
cbs-cta,4,83.66,84.57,84.12,84.67,84.07,85.39,1961,1961,1961,1961,1961,1961,0.05,0.05,9964,9964,9964,9964,9964,9964,8214,8214,8214,8214,8214,8214,31146,31146,31146,31146,31146,31146
cbs-cta,5,84.63,84.59,87.38,86.54,86.28,82.80,2265,2265,2265,2265,2265,2265,0.06,0.06,9964,9964,9964,9964,9964,9964,8214,8214,8214,8214,8214,8214,31146,31146,31146,31146,31146,31146
chromaticindex1024-7,1,7221.17,7236.08,7200.53,7201.53,7201.01,7209.98,3764,3763,3983,4118,3881,3621,0.11,12.92,67583,67583,67583,67583,67583,67583,73728,73728,73728,73728,73728,73728,270324,270324,270324,270324,270324,270324
chromaticindex1024-7,2,7200.11,7200.03,7211.64,7204.80,7200.10,7200.64,1949,1467,2479,1994,2333,2639,0.11,1.18,67583,67583,67583,67583,67583,67583,73728,73728,73728,73728,73728,73728,270324,270324,270324,270324,270324,270324
chromaticindex1024-7,3,7207.58,7200.06,7200.03,7200.25,7200.09,7200.09,0,0,0,0,0,0,0.08,0.95,67583,67583,67583,67583,67583,67583,73728,73728,73728,73728,73728,73728,270324,270324,270324,270324,270324,270324
chromaticindex1024-7,4,7201.47,7217.23,7208.84,7200.46,7209.24,7224.74,0,0,0,0,0,0,0.08,0.97,67583,67583,67583,67583,67583,67583,73728,73728,73728,73728,73728,73728,270324,270324,270324,270324,270324,270324
chromaticindex1024-7,5,7211.30,7202.99,7200.17,7222.50,7215.58,7213.20,2810,2032,3386,3268,3268,4573,0.12,1.21,67583,67583,67583,67583,67583,67583,73728,73728,73728,73728,73728,73728,270324,270324,270324,270324,270324,270324
chromaticindex512-7,1,7200.02,7200.91,7201.05,7209.61,7200.84,7201.46,10297,10659,10613,10792,10521,10943,0.09,4.13,33791,33791,33791,33791,33791,33791,36864,36864,36864,36864,36864,36864,135156,135156,135156,135156,135156,135156
chromaticindex512-7,2,7237.05,7202.72,7201.26,7201.43,7200.98,7201.64,8674,8723,8690,8692,8692,8703,0.08,4.39,33791,33791,33791,33791,33791,33791,36864,36864,36864,36864,36864,36864,135156,135156,135156,135156,135156,135156
chromaticindex512-7,3,7200.12,7200.61,7201.18,7201.34,7201.57,7200.81,12465,12448,12455,12446,12481,12518,0.05,0.74,33791,33791,33791,33791,33791,33791,36864,36864,36864,36864,36864,36864,135156,135156,135156,135156,135156,135156
chromaticindex512-7,4,7212.55,7214.21,7209.82,7200.15,7200.28,7200.79,14056,13811,13811,13717,13852,13934,0.11,5.49,33791,33791,33791,33791,33791,33791,36864,36864,36864,36864,36864,36864,135156,135156,135156,135156,135156,135156
